State,Region,City,Year,Population,"Violent
crime",Nonviolent,Murder,Forcible rape,Robbery,Aggravated assault,Property,Burglary,Larceny/theft,Motor vehicle theft,Arson2
CALIFORNIA,WEST,RICHMOND,2008,101680,539,4867,15,19,246,299,2471,555,982,999,23
CALIFORNIA,WEST,RICHMOND,2009,101680,563,4609,20,23,247,301,2409,726,859,816,22
CALIFORNIA,WEST,RICHMOND,2010,103714,574,4702,20,22,243,304,2410,740,851,817,21
CALIFORNIA,WEST,RICHMOND,2011,105788,585,4796,20,23,263,319,2459,741,903,849,21
CALIFORNIA,WEST,RICHMOND,2012,107904,597,4891,20,23,259,341,2605,770,938,842,21
CALIFORNIA,WEST,RIVERSIDE,2008,299384,966,11193,6,57,402,544,5672,1098,3722,875,75
CALIFORNIA,WEST,RIVERSIDE,2009,299384,766,9803,7,56,339,384,4929,1055,3513,747,47
CALIFORNIA,WEST,RIVERSIDE,2010,305372,781,9999,7,59,346,407,5326,1017,3453,739,46
CALIFORNIA,WEST,RIVERSIDE,2011,311479,797,10200,7,60,353,400,5281,1067,3622,784,47
CALIFORNIA,WEST,RIVERSIDE,2012,317709,813,10404,7,62,374,404,5439,1058,3592,800,46
CALIFORNIA,WEST,ROSEVILLE,2008,112817,156,4184,0,16,39,107,2233,306,1761,209,11
CALIFORNIA,WEST,ROSEVILLE,2009,112817,167,3735,0,8,53,117,2054,270,1568,176,1
CALIFORNIA,WEST,ROSEVILLE,2010,115073,170,3809,0,9,56,120,2056,272,1599,174,1
CALIFORNIA,WEST,ROSEVILLE,2011,117374,173,3885,0,8,55,116,1981,286,1556,177,1
CALIFORNIA,WEST,ROSEVILLE,2012,119721,176,3962,0,8,58,125,2060,283,1618,186,1
CALIFORNIA,WEST,SACRAMENTO,2008,467065,2402,23037,28,69,944,1414,11923,2921,6650,2773,113
CALIFORNIA,WEST,SACRAMENTO,2009,467065,2046,21278,13,105,806,1243,11666,2711,6285,2216,71
CALIFORNIA,WEST,SACRAMENTO,2010,476406,2087,21702,13,104,837,1304,11358,2687,6530,2282,73
CALIFORNIA,WEST,SACRAMENTO,2011,485934,2129,22135,13,107,799,1342,11805,2688,6233,2486,77
CALIFORNIA,WEST,SACRAMENTO,2012,495653,2172,22577,13,113,815,1344,12042,2768,6607,2466,72
CALIFORNIA,WEST,SALINAS,2008,143520,467,5201,16,20,161,311,2749,681,1485,653,15
CALIFORNIA,WEST,SALINAS,2009,143520,543,4872,14,20,190,338,2639,690,1412,502,33
CALIFORNIA,WEST,SALINAS,2010,146390,554,4970,14,20,194,348,2642,691,1376,547,33
CALIFORNIA,WEST,SALINAS,2011,149318,565,5069,14,19,198,352,2644,711,1403,558,33
CALIFORNIA,WEST,SALINAS,2012,152304,576,5170,14,20,214,356,2645,698,1486,559,36
CALIFORNIA,WEST,SAN BERNARDINO ,2008,200617,984,9074,20,31,347,639,4696,1056,2669,1141,47
CALIFORNIA,WEST,SAN BERNARDINO ,2009,200617,960,9331,16,27,358,600,4883,1242,2554,949,32
CALIFORNIA,WEST,SAN BERNARDINO ,2010,204629,979,9519,16,28,366,649,4933,1268,2657,1045,35
CALIFORNIA,WEST,SAN BERNARDINO ,2011,208722,999,9710,16,30,363,619,5032,1357,2839,1066,35
CALIFORNIA,WEST,SAN BERNARDINO ,2012,212896,1019,9906,16,30,377,638,5132,1358,2844,1098,37
CALIFORNIA,WEST,SAN DIEGO,2008,1271655,2985,40049,26,183,1044,1795,20783,3963,11952,5577,86
CALIFORNIA,WEST,SAN DIEGO,2009,1271655,2907,32731,24,171,989,1970,16978,3331,9760,4051,83
CALIFORNIA,WEST,SAN DIEGO,2010,1297088,2965,33386,24,176,1027,2009,18317,3397,9576,4289,91
CALIFORNIA,WEST,SAN DIEGO,2011,1323030,3024,34055,24,179,1020,1955,17495,3564,9864,4295,92
CALIFORNIA,WEST,SAN DIEGO,2012,1349491,3084,34736,24,183,1011,1976,18018,3400,10653,4381,90
CALIFORNIA,WEST,SAN FRANCISCO,2008,798144,3373,35805,52,94,2236,1273,18561,2560,13049,3093,118
CALIFORNIA,WEST,SAN FRANCISCO,2009,798144,2931,32859,25,101,1804,1138,17040,2767,12453,2672,95
CALIFORNIA,WEST,SAN FRANCISCO,2010,814107,2990,33517,26,107,1910,1150,18217,2903,12586,2528,96
CALIFORNIA,WEST,SAN FRANCISCO,2011,830389,3050,34188,27,106,1860,1173,18581,2989,12367,2654,98
CALIFORNIA,WEST,SAN FRANCISCO,2012,846997,3111,34873,28,107,1842,1290,18257,2993,12615,2734,97
CALIFORNIA,WEST,SAN JOSE   ,2008,945197,1908,22669,17,132,598,1297,12051,1764,6981,2947,157
CALIFORNIA,WEST,SAN JOSE   ,2009,945197,1769,23404,13,132,543,1124,12579,2003,7272,2994,114
CALIFORNIA,WEST,SAN JOSE   ,2010,964101,1804,23872,13,138,553,1203,12236,1965,7275,2970,120
CALIFORNIA,WEST,SAN JOSE   ,2011,983383,1840,24350,13,140,565,1227,13209,2104,7566,3058,116
CALIFORNIA,WEST,SAN JOSE   ,2012,1003051,1877,24837,13,142,554,1228,13472,2045,8089,3177,124
CALIFORNIA,WEST,SANTA ANA,2008,339674,856,7517,14,35,441,427,4095,594,2476,888,73
CALIFORNIA,WEST,SANTA ANA,2009,339674,816,6697,18,43,387,395,3522,683,2183,682,55
CALIFORNIA,WEST,SANTA ANA,2010,346467,832,6831,18,46,430,384,3592,666,2289,702,56
CALIFORNIA,WEST,SANTA ANA,2011,353396,849,6968,18,47,419,400,3492,718,2163,723,57
CALIFORNIA,WEST,SANTA ANA,2012,360464,866,7107,18,49,427,424,3632,713,2404,703,57
CALIFORNIA,WEST,SANTA CLARA,2008,110712,106,3201,1,11,42,57,1646,261,1225,217,5
CALIFORNIA,WEST,SANTA CLARA,2009,110712,95,2954,6,16,35,44,1575,239,1183,178,10
CALIFORNIA,WEST,SANTA CLARA,2010,112926,97,3013,6,15,37,44,1591,242,1118,177,11
CALIFORNIA,WEST,SANTA CLARA,2011,115185,99,3073,6,16,35,46,1592,247,1140,173,11
CALIFORNIA,WEST,SANTA CLARA,2012,117489,101,3135,6,15,37,45,1703,252,1210,180,10
CALIFORNIA,WEST,SANTA CLARITA,2008,171821,173,2940,0,10,73,107,1614,302,1050,229,6
CALIFORNIA,WEST,SANTA CLARITA,2009,171821,211,2937,1,11,73,137,1487,336,1068,172,23
CALIFORNIA,WEST,SANTA CLARITA,2010,175257,215,2995,1,10,75,139,1591,350,1000,167,22
CALIFORNIA,WEST,SANTA CLARITA,2011,178762,219,3055,1,11,74,148,1608,364,1091,172,22
CALIFORNIA,WEST,SANTA CLARITA,2012,182337,223,3115,1,10,74,142,1702,368,1071,179,23
CALIFORNIA,WEST,SANTA ROSA,2008,154874,373,3421,6,20,68,295,1740,410,1189,193,9
CALIFORNIA,WEST,SANTA ROSA,2009,154874,399,4580,2,42,96,281,2424,387,1792,236,6
CALIFORNIA,WEST,SANTA ROSA,2010,157971,407,4672,2,40,98,300,2496,380,1898,251,7
CALIFORNIA,WEST,SANTA ROSA,2011,161130,415,4767,2,42,97,295,2404,399,1901,242,7
CALIFORNIA,WEST,SANTA ROSA,2012,164353,423,4863,2,41,104,307,2525,400,1867,266,6
CALIFORNIA,WEST,SIMI VALLEY,2008,121572,101,2139,3,11,33,60,1128,196,830,79,12
CALIFORNIA,WEST,SIMI VALLEY,2009,121572,70,2088,0,5,24,44,1082,199,823,48,9
CALIFORNIA,WEST,SIMI VALLEY,2010,124003,71,2130,0,5,24,44,1156,215,872,52,9
CALIFORNIA,WEST,SIMI VALLEY,2011,126483,72,2172,0,5,24,45,1190,217,848,52,8
CALIFORNIA,WEST,SIMI VALLEY,2012,129013,73,2216,0,5,23,45,1181,215,933,54,9
CALIFORNIA,WEST,STOCKTON,2008,293073,2106,18735,14,57,845,1358,10288,2330,5828,1385,30
CALIFORNIA,WEST,STOCKTON,2009,293073,1864,15179,9,38,662,1223,7960,2036,4689,1113,18
CALIFORNIA,WEST,STOCKTON,2010,298934,1901,15482,9,39,676,1224,8197,2057,5162,1102,17
CALIFORNIA,WEST,STOCKTON,2011,304913,1939,15792,9,41,729,1261,8519,1982,5073,1180,17
CALIFORNIA,WEST,STOCKTON,2012,311011,1978,16108,9,41,737,1285,8851,2061,5273,1169,18
CALIFORNIA,WEST,SUNNYVALE,2008,131052,74,2573,2,7,26,45,1294,188,947,198,12
CALIFORNIA,WEST,SUNNYVALE,2009,131052,98,2712,0,2,44,54,1457,238,1035,164,14
CALIFORNIA,WEST,SUNNYVALE,2010,133673,100,2766,0,2,47,58,1459,243,1055,182,15
CALIFORNIA,WEST,SUNNYVALE,2011,136346,102,2822,0,2,48,56,1516,244,1067,180,14
CALIFORNIA,WEST,SUNNYVALE,2012,139073,104,2878,0,2,49,59,1489,268,1119,181,15
CALIFORNIA,WEST,THOUSAND OAKS,2008,124106,68,1862,1,8,16,45,973,142,750,51,9
CALIFORNIA,WEST,THOUSAND OAKS,2009,124106,72,1824,0,8,16,49,953,201,722,48,9
CALIFORNIA,WEST,THOUSAND OAKS,2010,126588,73,1861,0,9,16,53,1000,191,744,49,8
CALIFORNIA,WEST,THOUSAND OAKS,2011,129120,74,1899,0,8,16,55,983,201,737,50,9
CALIFORNIA,WEST,THOUSAND OAKS,2012,131702,75,1937,0,8,17,56,1012,197,766,49,8
CALIFORNIA,WEST,TORRANCE,2008,141819,165,3051,2,11,90,67,1549,293,1085,220,14
CALIFORNIA,WEST,TORRANCE,2009,141819,135,3150,1,13,75,52,1635,244,1115,238,7
CALIFORNIA,WEST,TORRANCE,2010,144655,138,3213,1,12,75,54,1747,261,1239,257,7
CALIFORNIA,WEST,TORRANCE,2011,147548,141,3278,1,13,80,53,1733,272,1229,246,6
CALIFORNIA,WEST,TORRANCE,2012,150499,144,3344,1,12,82,53,1835,257,1289,271,6
CALIFORNIA,WEST,VALLEJO,2008,115330,538,5569,6,19,197,328,2884,975,1260,695,24
CALIFORNIA,WEST,VALLEJO,2009,115330,518,5788,5,24,228,295,2912,1203,1051,756,23
CALIFORNIA,WEST,VALLEJO,2010,117637,528,5904,5,25,223,297,2970,1286,1072,779,24
CALIFORNIA,WEST,VALLEJO,2011,119990,539,6021,5,24,232,298,3150,1204,1158,742,24
CALIFORNIA,WEST,VALLEJO,2012,122390,550,6141,5,24,253,310,3121,1301,1137,765,23
CALIFORNIA,WEST,VENTURA,2008,103483,186,3361,0,11,83,110,1762,367,1280,129,5
CALIFORNIA,WEST,VENTURA,2009,103483,189,2932,3,8,66,122,1518,304,1127,89,13
CALIFORNIA,WEST,VENTURA,2010,105553,193,2991,3,8,67,124,1519,301,1117,93,12
CALIFORNIA,WEST,VENTURA,2011,107664,197,3051,3,9,67,121,1595,328,1207,90,12
CALIFORNIA,WEST,VENTURA,2012,109817,201,3112,3,8,68,126,1642,313,1174,95,13
CALIFORNIA,WEST,VICTORVILLE,2008,114305,304,4006,2,18,143,159,2059,707,1090,266,8
CALIFORNIA,WEST,VICTORVILLE,2009,114305,361,3802,6,26,121,229,2007,595,1152,239,17
CALIFORNIA,WEST,VICTORVILLE,2010,116591,368,3878,6,26,120,238,2105,625,1153,259,17
CALIFORNIA,WEST,VICTORVILLE,2011,118923,375,3956,6,25,123,238,2147,674,1166,262,17
CALIFORNIA,WEST,VICTORVILLE,2012,121301,383,4034,6,24,133,242,2130,675,1155,260,17
CALIFORNIA,WEST,VISALIA,2008,121850,314,5723,5,26,89,211,2888,546,2155,356,5
CALIFORNIA,WEST,VISALIA,2009,121850,313,5152,5,26,81,208,2649,617,1784,277,9
CALIFORNIA,WEST,VISALIA,2010,124287,319,5254,5,25,87,220,2728,666,1924,272,8
CALIFORNIA,WEST,VISALIA,2011,126773,325,5358,5,26,88,214,2862,686,1855,270,9
CALIFORNIA,WEST,VISALIA,2012,129308,332,5466,5,26,87,222,2975,655,1929,280,8
CALIFORNIA,WEST,WEST COVINA,2008,106524,200,4094,3,5,94,112,2065,289,1431,386,4
CALIFORNIA,WEST,WEST COVINA,2009,106524,144,3367,3,6,75,69,1815,251,1268,296,5
CALIFORNIA,WEST,WEST COVINA,2010,108654,147,3435,3,6,77,70,1852,249,1245,302,5
CALIFORNIA,WEST,WEST COVINA,2011,110827,150,3504,3,6,74,70,1871,243,1222,326,5
CALIFORNIA,WEST,WEST COVINA,2012,113044,153,3574,3,6,79,74,1909,253,1271,323,5
COLORADO,WEST,ARVADA,2008,106847,117,2655,1,17,35,70,1410,195,1027,129,21
COLORADO,WEST,ARVADA,2009,106847,87,2469,0,18,11,64,1241,165,1053,120,11
COLORADO,WEST,ARVADA,2010,108984,89,2518,0,18,11,66,1329,176,1044,119,12
COLORADO,WEST,ARVADA,2011,111164,91,2568,0,19,11,64,1292,184,1026,115,12
COLORADO,WEST,ARVADA,2012,113387,93,2619,0,18,11,65,1396,186,1097,122,12
COLORADO,WEST,AURORA   ,2008,316323,796,10275,10,100,329,426,5523,1109,3612,630,49
COLORADO,WEST,AURORA   ,2009,316323,734,10104,13,118,288,353,5329,1030,3658,655,55
COLORADO,WEST,AURORA   ,2010,322649,749,10306,13,122,294,337,5641,1081,3626,636,54
COLORADO,WEST,AURORA   ,2011,329102,764,10513,13,119,327,348,5545,1061,3735,707,53
COLORADO,WEST,AURORA   ,2012,335684,779,10724,13,127,333,362,5710,1083,3701,682,55
COLORADO,WEST,COLORADO SPRINGS,2008,378403,961,15543,14,200,265,557,8132,1689,5982,590,58
COLORADO,WEST,COLORADO SPRINGS,2009,378403,959,14234,12,188,266,546,7800,1737,5273,503,53
COLORADO,WEST,COLORADO SPRINGS,2010,385971,978,14519,12,189,284,562,7884,1737,5479,543,55
COLORADO,WEST,COLORADO SPRINGS,2011,393690,998,14810,12,202,276,579,7673,1859,5436,528,57
COLORADO,WEST,COLORADO SPRINGS,2012,401564,1018,15107,12,205,300,542,7978,1790,5440,575,60
COLORADO,WEST,DENVER,2008,592881,1602,17736,16,142,503,1010,8922,2600,5294,1711,73
COLORADO,WEST,DENVER,2009,592881,1538,19139,16,147,407,1076,10395,2296,6011,1612,66
COLORADO,WEST,DENVER,2010,604739,1569,19522,16,150,392,1036,10117,2386,6548,1691,70
COLORADO,WEST,DENVER,2011,616834,1600,19912,16,160,428,1140,10320,2276,6436,1693,68
COLORADO,WEST,DENVER,2012,629171,1632,20309,16,157,432,1110,11133,2390,6379,1743,72
COLORADO,WEST,FORT COLLINS,2008,135785,256,4223,2,40,18,218,2234,394,1627,128,8
COLORADO,WEST,FORT COLLINS,2009,135785,268,4356,1,52,33,189,2326,398,1821,114,9
COLORADO,WEST,FORT COLLINS,2010,138501,273,4443,1,56,34,208,2394,422,1754,114,8
COLORADO,WEST,FORT COLLINS,2011,141271,278,4531,1,56,34,208,2284,439,1824,120,8
COLORADO,WEST,FORT COLLINS,2012,144096,284,4621,1,57,35,205,2444,423,1861,113,9
COLORADO,WEST,LAKEWOOD,2008,139803,332,5612,1,43,107,190,2991,437,2240,343,24
COLORADO,WEST,LAKEWOOD,2009,139803,319,6127,2,45,89,203,3239,411,2450,309,16
COLORADO,WEST,LAKEWOOD,2010,142599,325,6250,2,47,84,201,3366,419,2451,298,15
COLORADO,WEST,LAKEWOOD,2011,145451,332,6375,2,47,91,221,3465,415,2674,328,16
COLORADO,WEST,LAKEWOOD,2012,148360,339,6503,2,48,91,217,3502,419,2678,313,15
COLORADO,WEST,THORNTON,2008,114923,157,3595,3,29,41,90,1845,305,1392,203,14
COLORADO,WEST,THORNTON,2009,114923,192,3854,0,40,31,131,1941,345,1525,212,11
COLORADO,WEST,THORNTON,2010,117221,196,3930,0,40,31,130,2117,354,1541,229,11
COLORADO,WEST,THORNTON,2011,119565,200,4009,0,40,33,143,2019,349,1471,214,10
COLORADO,WEST,THORNTON,2012,121956,204,4089,0,42,34,147,2059,363,1544,225,11
COLORADO,WEST,WESTMINSTER,2008,106810,143,3279,0,27,33,90,1682,199,1273,210,14
COLORADO,WEST,WESTMINSTER,2009,106810,116,3404,0,15,21,86,1751,218,1293,247,4
COLORADO,WEST,WESTMINSTER,2010,108946,118,3472,0,16,21,88,1786,222,1306,260,4
COLORADO,WEST,WESTMINSTER,2011,111125,120,3542,0,16,20,90,1928,238,1332,243,4
COLORADO,WEST,WESTMINSTER,2012,113348,122,3612,0,16,20,89,1912,228,1425,268,4
CONNECTICUT,NORTHEAST,BRIDGEPORT,2008,136327,735,6291,4,27,370,400,3282,666,1965,608,41
CONNECTICUT,NORTHEAST,BRIDGEPORT,2009,136327,695,4809,5,27,314,406,2537,552,1581,373,25
CONNECTICUT,NORTHEAST,BRIDGEPORT,2010,139054,709,4905,5,28,320,396,2587,531,1676,370,24
CONNECTICUT,NORTHEAST,BRIDGEPORT,2011,141835,723,5002,5,29,306,396,2714,563,1757,381,23
CONNECTICUT,NORTHEAST,BRIDGEPORT,2012,144672,737,5102,5,32,321,416,2565,580,1662,384,25
CONNECTICUT,NORTHEAST,HARTFORD,2008,124610,725,6327,12,39,302,435,3299,502,2187,725,45
CONNECTICUT,NORTHEAST,HARTFORD,2009,124610,731,5519,17,25,287,460,2931,491,1862,562,45
CONNECTICUT,NORTHEAST,HARTFORD,2010,127102,746,5629,17,25,281,435,2990,496,1862,526,45
CONNECTICUT,NORTHEAST,HARTFORD,2011,129644,761,5741,17,25,295,457,2993,478,1992,558,45
CONNECTICUT,NORTHEAST,HARTFORD,2012,132237,776,5856,17,24,293,453,3081,492,1937,591,48
CONNECTICUT,NORTHEAST,NEW HAVEN,2008,123953,1009,7629,11,35,396,612,3846,838,2366,768,14
CONNECTICUT,NORTHEAST,NEW HAVEN,2009,123953,1063,6664,6,31,444,668,3395,721,2294,540,9
CONNECTICUT,NORTHEAST,NEW HAVEN,2010,126432,1084,6797,6,33,457,663,3497,721,2317,566,8
CONNECTICUT,NORTHEAST,NEW HAVEN,2011,128961,1106,6932,6,33,457,695,3740,735,2274,571,8
CONNECTICUT,NORTHEAST,NEW HAVEN,2012,131540,1128,7071,6,33,475,710,3850,765,2388,567,8
CONNECTICUT,NORTHEAST,STAMFORD,2008,118597,196,1974,2,15,98,95,1065,150,789,113,2
CONNECTICUT,NORTHEAST,STAMFORD,2009,118597,163,2026,1,21,71,77,1042,156,858,78,2
CONNECTICUT,NORTHEAST,STAMFORD,2010,120969,166,2066,1,22,68,79,1084,159,859,78,2
CONNECTICUT,NORTHEAST,STAMFORD,2011,123388,169,2108,1,22,71,80,1064,158,851,81,2
CONNECTICUT,NORTHEAST,STAMFORD,2012,125856,172,2151,1,23,76,82,1117,162,919,80,2
CONNECTICUT,NORTHEAST,WATERBURY,2008,107157,167,5316,2,5,86,82,2685,375,2316,217,0
CONNECTICUT,NORTHEAST,WATERBURY,2009,107157,188,5502,4,7,92,90,2806,305,2376,247,0
CONNECTICUT,NORTHEAST,WATERBURY,2010,109300,192,5612,4,8,95,97,2946,326,2378,247,0
CONNECTICUT,NORTHEAST,WATERBURY,2011,111486,196,5724,4,7,100,97,2976,332,2379,253,0
CONNECTICUT,NORTHEAST,WATERBURY,2012,113716,200,5838,4,7,98,98,3211,333,2592,278,0
DISTRICT OF COLUMBIA,NORTHEAST,WASHINGTON,2008,591833,4044,28022,83,103,2071,2047,15397,2113,9491,3261,29
DISTRICT OF COLUMBIA,NORTHEAST,WASHINGTON,2009,591833,3736,27187,66,99,2186,1607,14532,1768,9659,2843,28
DISTRICT OF COLUMBIA,NORTHEAST,WASHINGTON,2010,603670,3811,27732,67,97,2149,1655,15100,1890,9571,2791,28
DISTRICT OF COLUMBIA,NORTHEAST,WASHINGTON,2011,615743,3887,28288,68,101,2192,1754,15119,1804,10145,2903,28
DISTRICT OF COLUMBIA,NORTHEAST,WASHINGTON,2012,628058,3965,28854,69,107,2151,1756,15422,1930,10250,3075,30
FLORIDA,SOUTH,CAPE CORAL,2008,163403,197,5079,5,19,54,129,2789,705,1796,108,9
FLORIDA,SOUTH,CAPE CORAL,2009,163403,181,4469,3,7,57,116,2322,636,1620,108,3
FLORIDA,SOUTH,CAPE CORAL,2010,166671,185,4558,3,8,58,119,2483,648,1668,111,3
FLORIDA,SOUTH,CAPE CORAL,2011,170004,189,4650,3,7,59,127,2370,668,1685,111,3
FLORIDA,SOUTH,CAPE CORAL,2012,173404,193,4743,3,7,61,123,2465,707,1639,118,3
FLORIDA,SOUTH,CLEARWATER,2008,104986,507,4814,3,20,167,355,2425,458,2017,139,12
FLORIDA,SOUTH,CLEARWATER,2009,104986,470,4651,1,21,152,333,2413,401,1938,132,11
FLORIDA,SOUTH,CLEARWATER,2010,107086,479,4744,1,21,148,327,2508,413,2013,145,12
FLORIDA,SOUTH,CLEARWATER,2011,109228,489,4839,1,21,150,336,2485,433,1978,142,12
FLORIDA,SOUTH,CLEARWATER,2012,111413,499,4936,1,22,158,349,2609,410,1980,146,11
FLORIDA,SOUTH,CORAL SPRINGS,2008,126222,183,2902,1,1,53,133,1566,300,1133,102,2
FLORIDA,SOUTH,CORAL SPRINGS,2009,126222,179,2966,0,2,49,140,1541,308,1134,94,2
FLORIDA,SOUTH,CORAL SPRINGS,2010,128746,183,3026,0,2,51,137,1633,318,1179,101,2
FLORIDA,SOUTH,CORAL SPRINGS,2011,131321,187,3086,0,2,54,150,1696,315,1237,99,2
FLORIDA,SOUTH,CORAL SPRINGS,2012,133947,191,3148,0,2,55,146,1652,315,1226,98,2
FLORIDA,SOUTH,FORT LAUDERDALE,2008,182932,855,10004,8,62,471,337,5141,1237,3686,460,23
FLORIDA,SOUTH,FORT LAUDERDALE,2009,182932,781,10008,6,38,369,393,5194,1465,3531,360,21
FLORIDA,SOUTH,FORT LAUDERDALE,2010,186591,797,10208,6,40,398,396,5400,1438,3634,378,22
FLORIDA,SOUTH,FORT LAUDERDALE,2011,190323,813,10412,6,41,402,405,5560,1496,3435,364,22
FLORIDA,SOUTH,FORT LAUDERDALE,2012,194129,829,10620,6,43,426,405,5459,1570,3573,379,20
FLORIDA,SOUTH,GAINESVILLE,2008,113286,508,5625,2,45,101,374,2919,697,2018,188,12
FLORIDA,SOUTH,GAINESVILLE,2009,113286,565,6176,2,56,119,432,3330,772,2133,234,11
FLORIDA,SOUTH,GAINESVILLE,2010,115552,576,6300,2,57,125,441,3397,802,2283,253,11
FLORIDA,SOUTH,GAINESVILLE,2011,117863,588,6426,2,58,128,425,3368,803,2285,244,11
FLORIDA,SOUTH,GAINESVILLE,2012,120220,600,6554,2,61,131,421,3370,850,2331,246,10
FLORIDA,SOUTH,HIALEAH,2008,207908,551,9942,5,16,219,350,5060,817,3369,951,22
FLORIDA,SOUTH,HIALEAH,2009,207908,460,8408,2,10,158,316,4535,609,3098,704,11
FLORIDA,SOUTH,HIALEAH,2010,212066,469,8577,2,10,148,335,4497,622,3252,679,11
FLORIDA,SOUTH,HIALEAH,2011,216307,478,8749,2,11,159,322,4500,610,3162,733,10
FLORIDA,SOUTH,HIALEAH,2012,220633,488,8923,2,10,164,328,4857,678,3478,747,10
FLORIDA,SOUTH,HOLLYWOOD ,2008,141048,435,7134,4,40,239,172,3601,800,2448,420,4
FLORIDA,SOUTH,HOLLYWOOD ,2009,141048,345,6539,4,21,176,153,3329,848,2234,327,12
FLORIDA,SOUTH,HOLLYWOOD ,2010,143869,352,6669,4,22,184,161,3595,842,2256,346,12
FLORIDA,SOUTH,HOLLYWOOD ,2011,146746,359,6802,4,23,181,171,3464,883,2301,362,12
FLORIDA,SOUTH,HOLLYWOOD ,2012,149681,366,6938,4,21,188,169,3776,834,2462,370,12
FLORIDA,SOUTH,JACKSONVILLE,2008,806080,4020,45271,49,133,1486,2614,23956,6096,15320,2218,74
FLORIDA,SOUTH,JACKSONVILLE,2009,806080,3466,41035,42,107,1250,2106,21517,5886,14491,1535,54
FLORIDA,SOUTH,JACKSONVILLE,2010,822202,3535,41856,43,106,1326,2148,22574,5723,14367,1580,55
FLORIDA,SOUTH,JACKSONVILLE,2011,838646,3606,42693,44,107,1352,2279,22599,6124,15217,1582,58
FLORIDA,SOUTH,JACKSONVILLE,2012,855419,3678,43546,45,110,1340,2390,23703,6304,15665,1629,58
FLORIDA,SOUTH,MIAMI,2008,427740,2854,22811,30,27,1285,1681,11581,2500,6979,2081,108
FLORIDA,SOUTH,MIAMI,2009,427740,2371,19422,28,42,977,1457,9777,2391,6605,1355,64
FLORIDA,SOUTH,MIAMI,2010,436295,2418,19811,29,43,951,1515,10071,2260,6737,1382,66
FLORIDA,SOUTH,MIAMI,2011,445021,2466,20207,30,43,970,1560,10474,2306,6677,1332,70
FLORIDA,SOUTH,MIAMI,2012,453921,2515,20611,31,45,1017,1651,11094,2562,7208,1412,67
FLORIDA,SOUTH,MIAMI GARDENS5,2008,108657,789,6836,12,31,327,473,3481,969,2085,487,10
FLORIDA,SOUTH,MIAMI GARDENS5,2009,108657,366,6054,12,20,167,186,3143,784,2123,336,10
FLORIDA,SOUTH,MIAMI GARDENS5,2010,110830,373,6174,12,21,173,199,3174,862,2008,339,11
FLORIDA,SOUTH,MIAMI GARDENS5,2011,113047,380,6298,12,19,175,191,3333,880,2108,366,10
FLORIDA,SOUTH,MIAMI GARDENS5,2012,115308,388,6424,12,21,180,193,3367,840,2130,370,11
FLORIDA,SOUTH,MIRAMAR,2008,112055,305,3807,5,31,124,155,1995,557,1229,202,7
FLORIDA,SOUTH,MIRAMAR,2009,112055,274,3307,2,14,83,193,1700,442,1111,194,7
FLORIDA,SOUTH,MIRAMAR,2010,114296,279,3374,2,14,85,185,1834,486,1082,202,8
FLORIDA,SOUTH,MIRAMAR,2011,116582,285,3442,2,13,93,198,1837,456,1082,210,7
FLORIDA,SOUTH,MIRAMAR,2012,118914,291,3510,2,13,94,208,1821,497,1168,204,7
FLORIDA,SOUTH,ORLANDO,2008,229808,2024,18865,23,74,679,1311,9992,2240,7052,929,14
FLORIDA,SOUTH,ORLANDO,2009,229808,1414,17331,13,58,403,1045,9341,1918,6445,644,34
FLORIDA,SOUTH,ORLANDO,2010,234404,1442,17679,13,55,415,1007,9351,1883,6511,664,37
FLORIDA,SOUTH,ORLANDO,2011,239092,1471,18032,13,58,420,1098,9808,1920,6898,697,39
FLORIDA,SOUTH,ORLANDO,2012,243874,1500,18393,13,58,440,1068,9637,2114,6773,717,39
FLORIDA,SOUTH,PALM BAY,2008,101759,302,2333,2,16,48,247,1232,397,708,90,33
FLORIDA,SOUTH,PALM BAY,2009,101759,309,2371,4,17,35,263,1287,318,877,76,9
FLORIDA,SOUTH,PALM BAY,2010,103794,315,2419,4,18,38,268,1313,321,836,79,10
FLORIDA,SOUTH,PALM BAY,2011,105870,321,2468,4,18,40,289,1352,330,904,85,10
FLORIDA,SOUTH,PALM BAY,2012,107987,327,2518,4,18,39,289,1367,328,948,89,10
FLORIDA,SOUTH,PEMBROKE PINES ,2008,146108,200,5729,1,11,71,131,2890,457,2308,229,8
FLORIDA,SOUTH,PEMBROKE PINES ,2009,146108,154,5478,0,5,57,101,2957,559,2140,181,2
FLORIDA,SOUTH,PEMBROKE PINES ,2010,149030,157,5587,0,5,57,104,2821,587,2183,174,2
FLORIDA,SOUTH,PEMBROKE PINES ,2011,152011,160,5698,0,5,57,106,2991,592,2163,187,2
FLORIDA,SOUTH,PEMBROKE PINES ,2012,155051,163,5812,0,5,61,111,3080,599,2206,187,2
FLORIDA,SOUTH,POMPANO BEACH,2008,101769,561,5570,2,17,176,394,3002,659,2024,301,10
FLORIDA,SOUTH,POMPANO BEACH,2009,101769,508,4883,2,31,177,342,2582,459,1930,209,12
FLORIDA,SOUTH,POMPANO BEACH,2010,103804,518,4981,2,33,170,327,2709,477,1969,217,11
FLORIDA,SOUTH,POMPANO BEACH,2011,105880,528,5081,2,35,183,352,2712,487,1915,213,12
